Musteri_Memnuniyeti,Maliyet,Oy_Sayisi,Mutfak_Turu,Rezervasyon,Online_Teslimat,Maliyet_Kategori
0.0,400,0,"North Indian, Chinese",No,No,Orta
0.0,500,0,"Bakery, Desserts",No,No,Orta
0.0,500,0,"North Indian, Chinese",No,No,Orta
0.0,150,1,North Indian,No,No,Ekonomik
0.0,400,2,"North Indian, Chinese",No,No,Orta
0.0,300,2,"Awadhi, North Indian",No,No,Ekonomik
0.0,450,1,"North Indian, Fast Food, Chinese",No,No,Orta
0.0,400,0,Lucknowi,No,No,Orta
0.0,100,1,"Tibetan, Street Food",No,No,Ekonomik
0.0,500,0,"Mexican, Italian",No,No,Orta
0.0,800,3,"Chinese, North Indian",Yes,No,Pahalı
0.0,550,2,"Cafe, Mexican",No,Yes,Orta
0.0,500,0,"North Indian, Chinese",No,Yes,Orta
4.6,700,230,"Italian, Pizza, Bakery",No,Yes,Pahalı
6.4,800,65,North Indian,No,No,Pahalı
5.8,150,11,North Indian,No,No,Ekonomik
0.0,300,2,"North Indian, Chinese",No,No,Ekonomik
0.0,300,2,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
5.8,800,6,"North Indian, Mughlai",No,Yes,Pahalı
5.8,600,25,"North Indian, Mughlai, Chinese, Raw Meats",No,No,Orta
6.2,650,39,"North Indian, Chinese, South Indian, Mithai",No,Yes,Pahalı
6.4,650,193,"North Indian, Chinese, South Indian, Mithai",No,Yes,Pahalı
5.2,500,9,"North Indian, Mughlai, Chinese",No,Yes,Orta
7.6,500,200,"Continental, Fast Food, Asian, Italian",No,Yes,Orta
7.0,600,123,Chinese,No,Yes,Orta
0.0,300,0,"Bakery, Desserts",No,No,Ekonomik
0.0,400,1,"North Indian, Chinese",No,No,Orta
0.0,350,2,North Indian,No,No,Orta
0.0,50,0,Chinese,No,No,Ekonomik
0.0,500,2,Bakery,No,Yes,Orta
0.0,150,0,Mithai,No,No,Ekonomik
0.0,300,0,Cafe,No,No,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
0.0,250,3,North Indian,No,No,Ekonomik
0.0,400,0,"North Indian, Mughlai, Chinese",No,No,Orta
4.2,350,56,Bakery,No,Yes,Orta
4.6,500,23,"North Indian, Chinese",No,Yes,Orta
5.8,150,4,Chinese,No,No,Ekonomik
0.0,300,0,Chinese,No,No,Ekonomik
5.8,300,4,Chinese,No,No,Ekonomik
6.2,500,144,"North Indian, Chinese, Mughlai",No,Yes,Orta
5.0,500,7,"Bakery, Desserts",No,Yes,Orta
0.0,150,0,North Indian,No,No,Ekonomik
0.0,200,0,South Indian,No,No,Ekonomik
0.0,300,0,"Fast Food, North Indian",No,No,Ekonomik
6.0,650,7,Cafe,No,No,Pahalı
5.8,650,5,Cafe,No,No,Pahalı
6.6,600,15,"Continental, American",No,Yes,Orta
6.2,300,29,"Chinese, North Indian",No,No,Ekonomik
5.4,400,15,"North Indian, Chinese",No,Yes,Orta
0.0,500,0,North Indian,No,No,Orta
0.0,150,0,"Mithai, Street Food",No,No,Ekonomik
0.0,300,0,"North Indian, Chinese",No,No,Ekonomik
0.0,300,2,"North Indian, Chinese",No,No,Ekonomik
0.0,200,1,Fast Food,No,No,Ekonomik
0.0,150,2,North Indian,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
0.0,100,0,North Indian,No,No,Ekonomik
5.4,650,8,"North Indian, Chinese, Fast Food",No,Yes,Pahalı
5.4,300,15,"North Indian, Chinese",No,No,Ekonomik
5.8,350,12,"North Indian, South Indian, Chinese",No,No,Orta
6.2,350,10,Fast Food,No,No,Orta
0.0,700,1,"North Indian, Mughlai, Chinese",No,No,Pahalı
0.0,200,2,"Bakery, Desserts, Fast Food",No,No,Ekonomik
0.0,300,0,"Chinese, North Indian",No,No,Ekonomik
6.2,150,7,South Indian,No,No,Ekonomik
0.0,250,2,"Chinese, North Indian, Fast Food",No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,500,0,"North Indian, Chinese",No,Yes,Orta
6.8,300,30,"Bakery, Desserts",No,No,Ekonomik
6.2,650,6,North Indian,No,Yes,Pahalı
0.0,450,0,Cafe,No,No,Orta
0.0,300,0,"North Indian, South Indian, Chinese",No,No,Ekonomik
0.0,300,3,Chinese,No,No,Ekonomik
6.4,200,19,Bakery,No,Yes,Ekonomik
6.4,1100,325,"North Indian, Chinese, Continental",Yes,No,Pahalı
6.0,400,4,"North Indian, Chinese",No,No,Orta
5.4,150,11,Bakery,No,No,Ekonomik
6.0,450,26,Cafe,No,No,Orta
6.0,450,14,Cafe,No,No,Orta
6.4,400,16,"North Indian, South Indian, Fast Food",No,No,Orta
6.4,500,17,"Bakery, Desserts",No,No,Orta
6.2,250,10,Cafe,No,No,Ekonomik
5.8,200,5,Chinese,No,No,Ekonomik
5.4,300,9,"Biryani, Mughlai",No,No,Ekonomik
6.2,1500,56,"North Indian, Mughlai, Chinese",No,Yes,Pahalı
6.4,700,33,"Continental, Italian",No,Yes,Pahalı
5.2,700,118,"Pizza, Fast Food",No,No,Pahalı
5.6,400,12,Bakery,No,No,Orta
6.4,300,15,"North Indian, South Indian, Chinese, Fast Food",No,No,Ekonomik
5.0,350,38,"Bakery, Desserts, Fast Food",No,Yes,Orta
6.8,200,16,"Fast Food, Beverages",No,Yes,Ekonomik
6.2,400,7,Bakery,No,No,Orta
6.4,350,11,Healthy Food,No,Yes,Orta
5.8,250,4,Chinese,No,No,Ekonomik
6.6,500,15,"South Indian, North Indian, Chinese",No,No,Orta
5.8,400,6,"North Indian, Chinese",No,No,Orta
5.6,200,14,Chinese,No,No,Ekonomik
5.4,650,17,"North Indian, Chinese, South Indian, Mithai",No,Yes,Pahalı
6.0,200,5,North Indian,No,No,Ekonomik
6.2,400,9,North Indian,No,No,Orta
6.6,650,50,Chinese,No,No,Pahalı
6.2,1500,13,"North Indian, Chinese, Cafe",Yes,No,Pahalı
6.0,300,5,"North Indian, Chinese, Fast Food",No,No,Ekonomik
6.2,1000,147,"Italian, Pizza",No,Yes,Pahalı
6.4,800,10,"North Indian, Chinese",No,Yes,Pahalı
6.2,400,17,"Raw Meats, Fast Food",No,No,Orta
5.8,750,56,"North Indian, Street Food",No,No,Pahalı
5.6,250,5,South Indian,No,Yes,Ekonomik
6.8,500,155,"Fast Food, North Indian, Chinese",No,Yes,Orta
5.0,500,28,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
5.6,900,13,"North Indian, Chinese, Continental",Yes,No,Pahalı
5.8,300,9,Cafe,No,No,Ekonomik
6.0,600,9,"Fast Food, North Indian",No,No,Orta
6.8,500,30,"Chinese, North Indian",No,Yes,Orta
7.0,400,33,"Fast Food, Beverages",No,No,Orta
7.0,400,182,"Cafe, Tea",No,Yes,Orta
7.6,300,401,Fast Food,No,No,Ekonomik
7.0,500,215,Fast Food,No,Yes,Orta
7.2,850,114,"Chinese, Thai",No,Yes,Pahalı
0.0,100,3,"Street Food, Mithai",No,No,Ekonomik
0.0,100,0,Biryani,No,No,Ekonomik
0.0,250,2,Chinese,No,No,Ekonomik
0.0,450,0,Cafe,No,No,Orta
0.0,250,1,Fast Food,No,No,Ekonomik
0.0,250,0,Chinese,No,No,Ekonomik
0.0,200,0,Chinese,No,No,Ekonomik
0.0,200,0,Chinese,No,No,Ekonomik
0.0,400,0,"Bakery, Fast Food",No,No,Orta
0.0,200,1,"North Indian, Chinese",No,No,Ekonomik
0.0,350,0,"Chinese, North Indian",No,No,Orta
0.0,350,1,"Raw Meats, North Indian, Fast Food",No,No,Orta
0.0,500,0,Cafe,No,No,Orta
0.0,700,0,"North Indian, Chinese, South Indian",No,No,Pahalı
0.0,550,2,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,600,1,Bakery,No,Yes,Orta
0.0,350,1,Chinese,No,No,Orta
0.0,350,1,Chinese,No,No,Orta
0.0,400,0,Chinese,No,No,Orta
0.0,500,2,"North Indian, Chinese",No,Yes,Orta
0.0,300,2,"North Indian, Chinese",No,No,Ekonomik
0.0,500,2,Mughlai,No,No,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,400,2,South Indian,No,No,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,250,0,North Indian,No,No,Ekonomik
4.8,600,49,"North Indian, Chinese, Mughlai, Fast Food",No,Yes,Orta
4.8,500,77,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",No,No,Orta
4.8,500,88,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
5.2,750,4,"North Indian, Mughlai, Chinese",No,Yes,Pahalı
5.2,450,11,"North Indian, Chinese, South Indian",No,Yes,Orta
0.0,100,0,"Fast Food, Beverages",No,No,Ekonomik
0.0,300,1,Biryani,No,No,Ekonomik
0.0,200,0,Fast Food,No,No,Ekonomik
0.0,250,0,North Indian,No,No,Ekonomik
0.0,300,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,350,2,"North Indian, Biryani",No,No,Orta
0.0,800,0,"North Indian, South Indian, Chinese",Yes,No,Pahalı
0.0,300,0,"Fast Food, North Indian",No,No,Ekonomik
0.0,500,0,"North Indian, Chinese, Italian, Thai",No,No,Orta
5.6,300,8,"South Indian, Chinese",No,No,Ekonomik
6.4,400,11,North Indian,No,Yes,Orta
0.0,400,2,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,550,0,North Indian,No,No,Orta
0.0,600,0,"North Indian, Chinese",No,No,Orta
0.0,300,2,Bakery,No,Yes,Ekonomik
5.4,700,9,"North Indian, Fast Food",No,Yes,Pahalı
6.6,500,114,"North Indian, Mughlai",No,Yes,Orta
0.0,300,0,Bakery,No,No,Ekonomik
6.2,500,10,"North Indian, Chinese",No,No,Orta
5.8,200,6,North Indian,No,No,Ekonomik
0.0,400,0,"Chinese, North Indian",No,No,Orta
0.0,200,0,North Indian,No,No,Ekonomik
0.0,200,0,North Indian,No,No,Ekonomik
0.0,150,2,Bakery,No,No,Ekonomik
0.0,500,0,North Indian,No,No,Orta
5.8,400,4,"Mithai, North Indian, Chinese",No,No,Orta
6.8,500,20,"North Indian, Chinese",No,No,Orta
6.6,350,12,"Fast Food, Italian, Desserts, Beverages",No,No,Orta
6.2,150,10,Desserts,No,Yes,Ekonomik
6.0,600,10,"North Indian, Chinese",No,Yes,Orta
6.0,400,5,North Indian,No,No,Orta
5.4,500,34,"North Indian, South Indian, Chinese, Mithai",No,Yes,Orta
5.8,850,8,"North Indian, Chinese",No,No,Pahalı
6.0,500,5,"North Indian, Chinese, South Indian",No,No,Orta
5.8,400,4,Beverages,No,No,Orta
5.8,550,4,"North Indian, Chinese",No,No,Orta
6.8,800,21,North Indian,No,Yes,Pahalı
6.4,450,12,"North Indian, Mughlai, Chinese",No,No,Orta
5.8,650,12,"North Indian, Chinese, South Indian, Mithai",No,No,Pahalı
6.2,150,8,"Street Food, North Indian",No,No,Ekonomik
6.2,500,6,"Kashmiri, Chinese",No,No,Orta
6.0,500,4,"North Indian, Mughlai, Chinese",No,No,Orta
5.4,350,4,Bakery,No,Yes,Orta
6.2,300,8,"Fast Food, North Indian",No,No,Ekonomik
5.8,400,10,"Chinese, Fast Food",No,No,Orta
6.2,500,11,"North Indian, Mughlai",No,Yes,Orta
7.4,600,51,"Cafe, Continental, Italian",No,Yes,Orta
7.0,650,42,"North Indian, Mughlai, Chinese",No,Yes,Pahalı
7.0,800,31,"North Indian, Mughlai, Chinese",Yes,No,Pahalı
0.0,250,1,"North Indian, South Indian, Chinese",No,No,Ekonomik
0.0,250,0,"Bakery, North Indian",No,No,Ekonomik
0.0,300,0,"Bakery, Desserts",No,No,Ekonomik
0.0,500,0,"Italian, Continental, American",No,No,Orta
0.0,200,1,"Bakery, Fast Food",No,No,Ekonomik
0.0,300,2,Bakery,No,No,Ekonomik
0.0,500,0,"Chinese, North Indian",No,No,Orta
0.0,100,0,"Mithai, Fast Food",No,No,Ekonomik
0.0,100,0,Fast Food,No,No,Ekonomik
0.0,600,1,"North Indian, Mughlai, Chinese",No,No,Orta
0.0,250,0,"Bakery, Fast Food",No,No,Ekonomik
0.0,700,2,"Pizza, Fast Food",No,No,Pahalı
0.0,500,3,"Cafe, Desserts",No,No,Orta
0.0,450,0,Chinese,No,No,Orta
0.0,350,0,"Raw Meats, North Indian, Fast Food",No,No,Orta
0.0,300,0,Chinese,No,No,Ekonomik
0.0,350,2,"Raw Meats, North Indian, Fast Food",No,No,Orta
0.0,700,2,"Mughlai, North Indian, Chinese",No,Yes,Pahalı
0.0,500,0,"Lucknowi, Mughlai, North Indian",No,No,Orta
0.0,350,0,North Indian,No,No,Orta
0.0,200,1,Desserts,No,No,Ekonomik
0.0,450,0,North Indian,No,No,Orta
0.0,600,1,"Mughlai, North Indian",No,No,Orta
0.0,300,2,"North Indian, Chinese, Fast Food",No,No,Ekonomik
0.0,300,3,"Raw Meats, Fast Food",No,No,Ekonomik
0.0,400,0,Biryani,No,No,Orta
0.0,100,0,Street Food,No,No,Ekonomik
0.0,300,0,"North Indian, Chinese",No,No,Ekonomik
0.0,800,1,"North Indian, South Indian, Street Food",Yes,No,Pahalı
0.0,500,0,North Indian,No,No,Orta
0.0,400,1,"Fast Food, North Indian, South Indian",No,No,Orta
0.0,300,3,North Indian,No,No,Ekonomik
0.0,250,1,Fast Food,No,No,Ekonomik
0.0,100,3,Fast Food,No,No,Ekonomik
0.0,600,3,"North Indian, Chinese, Kashmiri",No,No,Orta
4.8,400,11,"Mithai, North Indian",No,Yes,Orta
4.2,1400,22,"North Indian, Mughlai, Chinese",No,Yes,Pahalı
6.4,400,9,Bakery,No,No,Orta
0.0,200,1,Ice Cream,No,No,Ekonomik
6.4,200,15,North Indian,No,No,Ekonomik
6.4,400,20,"North Indian, Mughlai",No,Yes,Orta
5.8,300,4,Chinese,No,No,Ekonomik
6.8,200,23,"Mithai, Beverages",No,No,Ekonomik
6.2,500,10,"Chinese, Fast Food",No,No,Orta
6.2,600,140,"North Indian, Mughlai",No,Yes,Orta
6.0,500,7,"Chinese, Fast Food",No,No,Orta
6.2,800,45,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
6.2,500,9,"Bakery, Desserts",No,No,Orta
6.0,500,5,"North Indian, Mughlai",No,No,Orta
7.2,550,210,"North Indian, Mughlai, Chinese",No,Yes,Orta
7.2,300,34,"Bakery, Fast Food",No,Yes,Ekonomik
0.0,300,0,Ice Cream,No,No,Ekonomik
0.0,300,2,Bakery,No,No,Ekonomik
0.0,250,0,"Burger, Fast Food",No,No,Ekonomik
0.0,150,0,"Mithai, Bakery",No,No,Ekonomik
0.0,150,0,Street Food,No,No,Ekonomik
0.0,800,1,Bakery,No,No,Pahalı
4.8,350,54,South Indian,No,No,Orta
6.2,400,8,"Bakery, Desserts",No,No,Orta
0.0,600,1,"Fast Food, North Indian, Chinese",No,Yes,Orta
6.0,100,7,Ice Cream,No,No,Ekonomik
6.4,550,36,"North Indian, Mughlai",No,No,Orta
6.0,350,8,Fast Food,No,No,Orta
6.8,1000,144,"Italian, Pizza, Fast Food",No,No,Pahalı
5.2,500,32,North Indian,No,No,Orta
6.8,500,93,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
7.2,600,301,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",No,No,Orta
7.8,1300,1088,"North Indian, Chinese, Mediterranean, Asian, Continental",No,No,Pahalı
0.0,300,0,Chinese,No,No,Ekonomik
0.0,400,1,North Indian,No,No,Orta
0.0,300,1,Ice Cream,No,No,Ekonomik
0.0,500,3,"North Indian, Mughlai",No,No,Orta
0.0,500,2,"North Indian, South Indian, Bakery, Beverages",No,No,Orta
0.0,550,3,Chinese,No,No,Orta
4.4,2500,116,"European, North Indian, Chinese",Yes,No,Pahalı
4.4,650,134,"Pizza, Fast Food",No,Yes,Pahalı
6.4,600,35,"North Indian, Chinese",No,Yes,Orta
5.0,650,23,Cafe,No,No,Pahalı
6.0,200,10,"Juices, Beverages, Fast Food",No,No,Ekonomik
6.2,2000,129,"North Indian, Chinese",Yes,Yes,Pahalı
5.0,1000,28,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
5.0,750,79,"Chinese, Asian",Yes,Yes,Pahalı
6.2,600,147,"North Indian, Mughlai",No,Yes,Orta
6.6,1000,113,"Italian, Pizza, Fast Food",No,Yes,Pahalı
5.2,800,75,"North Indian, Mughlai, Chinese",Yes,Yes,Pahalı
6.0,1200,120,"North Indian, Mughlai",Yes,Yes,Pahalı
5.2,700,76,"Mughlai, North Indian",No,Yes,Pahalı
5.4,600,15,"North Indian, Chinese",No,Yes,Orta
6.4,550,160,"Biryani, Mughlai",No,Yes,Orta
7.0,450,105,"Bakery, Desserts, Fast Food, North Indian",No,Yes,Orta
0.0,100,3,Ice Cream,No,No,Ekonomik
0.0,550,1,"Fast Food, Pizza",No,No,Orta
4.8,700,98,"Pizza, Fast Food",No,No,Pahalı
4.6,600,155,"South Indian, North Indian, Chinese",No,Yes,Orta
4.6,500,24,"American, Fast Food, Salad, Healthy Food",No,Yes,Orta
6.6,650,57,Cafe,No,No,Pahalı
6.0,500,38,"North Indian, Street Food, South Indian, Fast Food, Chinese",No,No,Orta
5.4,450,18,Cafe,No,No,Orta
5.4,450,34,Cafe,No,No,Orta
6.8,400,67,"Cafe, Tea",No,Yes,Orta
5.6,600,102,"North Indian, Rajasthani",No,No,Orta
6.0,300,8,"Ice Cream, Beverages, Fast Food",No,No,Ekonomik
6.4,700,60,"Pizza, Fast Food",No,No,Pahalı
6.2,250,32,"Desserts, Ice Cream",No,No,Ekonomik
6.4,600,106,"North Indian, Mughlai",No,Yes,Orta
6.8,500,70,"Fast Food, Burger",No,No,Orta
6.6,800,793,"North Indian, Mughlai",Yes,Yes,Pahalı
6.2,1200,372,Italian,Yes,No,Pahalı
5.2,700,55,Cafe,No,No,Pahalı
6.8,250,11,Ice Cream,No,No,Ekonomik
5.2,1300,334,Chinese,No,Yes,Pahalı
7.0,300,41,Ice Cream,No,No,Ekonomik
7.0,500,211,"Burger, Fast Food",No,No,Orta
7.0,600,110,Cafe,No,No,Orta
7.2,1100,507,"Chinese, Thai",Yes,Yes,Pahalı
7.0,150,37,Fast Food,No,No,Ekonomik
7.4,1500,517,Chinese,Yes,No,Pahalı
7.2,600,179,"Mughlai, North Indian",No,Yes,Orta
7.4,1000,189,"Italian, Pizza, Fast Food",No,No,Pahalı
7.0,800,139,"South Indian, North Indian, Chinese",No,No,Pahalı
7.0,2500,1147,"American, Tex-Mex",Yes,Yes,Pahalı
7.0,1000,249,"North Indian, Rajasthani",No,No,Pahalı
0.0,200,0,Fast Food,No,No,Ekonomik
0.0,200,0,"Italian, Chinese",No,No,Ekonomik
0.0,150,1,Desserts,No,No,Ekonomik
0.0,150,1,"Desserts, Ice Cream",No,No,Ekonomik
0.0,850,1,Cafe,No,No,Pahalı
0.0,1000,0,"Continental, Lebanese, Mexican",Yes,No,Pahalı
4.0,450,161,"Chinese, North Indian, South Indian, Fast Food",No,No,Orta
4.0,2400,230,"North Indian, Continental, Chinese",Yes,No,Pahalı
4.0,1200,108,"North Indian, Mughlai",Yes,Yes,Pahalı
8.0,1200,395,"North Indian, Chinese",Yes,No,Pahalı
5.2,700,34,"North Indian, Chinese",No,Yes,Pahalı
0.0,400,1,Fast Food,No,No,Orta
0.0,600,3,Fast Food,No,No,Orta
0.0,500,0,"North Indian, Chinese",No,No,Orta
0.0,250,1,"Raw Meats, Fast Food",No,No,Ekonomik
8.4,2000,843,"North Indian, Middle Eastern, Pizza",No,No,Pahalı
7.0,500,42,"American, Chinese, North Indian, Italian",No,No,Orta
6.8,300,111,"South Indian, Fast Food",No,No,Ekonomik
7.0,1400,65,Chinese,No,No,Pahalı
7.0,1500,32,"North Indian, Chinese",No,No,Pahalı
7.0,1000,150,"North Indian, Chinese, Continental",No,No,Pahalı
6.8,600,16,"Continental, Cafe, Italian, Pizza, North Indian, Chinese, Bakery, Mughlai",No,No,Orta
6.6,500,49,Fast Food,No,No,Orta
6.8,500,60,Fast Food,No,No,Orta
7.2,500,99,"Biryani, Mughlai",No,No,Orta
7.4,1600,43,"North Indian, Continental, Chinese, South Indian",No,No,Pahalı
6.8,800,45,"North Indian, Mughlai, Chinese",No,No,Pahalı
7.2,450,69,"Chinese, North Indian, Mughlai",No,No,Orta
6.6,1000,162,"North Indian, Chinese",No,No,Pahalı
6.6,600,74,"North Indian, South Indian, Fast Food",No,No,Orta
7.2,1000,107,"North Indian, Chinese, Finger Food",No,No,Pahalı
7.2,600,75,"North Indian, Fast Food",No,No,Orta
7.0,1200,151,"North Indian, Chinese, Continental, Italian",No,No,Pahalı
6.8,700,61,"North Indian, Chinese",No,No,Pahalı
6.2,500,64,"North Indian, South Indian, Chinese",No,No,Orta
7.0,700,45,"North Indian, Chinese",No,No,Pahalı
7.6,150,173,Bakery,No,No,Ekonomik
7.6,1000,513,"Pizza, Italian",No,No,Pahalı
7.4,250,36,"Desserts, Beverages, Juices",No,No,Ekonomik
7.0,1400,328,"French, Continental, North Indian",No,No,Pahalı
7.6,700,199,"Cafe, Continental",No,No,Pahalı
7.2,600,97,"Pizza, Italian",No,No,Orta
7.2,900,275,Italian,No,No,Pahalı
8.2,400,791,"Bakery, French",No,No,Orta
8.4,300,656,Desserts,No,No,Ekonomik
7.6,1500,189,"Chinese, Thai, Malaysian, Vietnamese, Korean, Indonesian, Asian",No,No,Pahalı
7.6,1500,192,"North Indian, Seafood, South Indian, Italian",No,No,Pahalı
7.8,1500,535,Continental,No,No,Pahalı
6.2,450,875,Cafe,No,No,Orta
6.8,1200,228,"Continental, North Indian, Finger Food",No,No,Pahalı
7.4,800,124,North Indian,No,No,Pahalı
7.0,800,298,Cafe,No,No,Pahalı
7.6,1500,456,"North Indian, French, Continental",No,No,Pahalı
7.0,1200,225,"Goan, Mangalorean, Continental, French",No,No,Pahalı
7.6,550,495,Cafe,No,No,Orta
8.4,150,163,Desserts,No,No,Ekonomik
9.0,1500,1099,"North Indian, Asian",Yes,No,Pahalı
7.2,1200,507,"North Indian, Continental, Finger Food",Yes,No,Pahalı
8.6,2000,375,"Continental, North Indian, Mughlai, Burmese",No,Yes,Pahalı
9.6,1000,2510,"European, Desserts",No,No,Pahalı
8.6,1500,868,Modern Indian,No,No,Pahalı
8.4,1400,306,"North Indian, North Eastern, Continental",Yes,No,Pahalı
8.2,1000,1143,"Finger Food, Italian, Spanish, Greek",Yes,No,Pahalı
8.6,1800,1531,"Continental, North Indian, Mughlai, Burmese",No,Yes,Pahalı
8.8,900,635,"Charcoal Grill, Italian, North Indian, European, Indonesian, Thai",Yes,No,Pahalı
8.4,850,583,"Cafe, Italian, Continental",No,Yes,Pahalı
8.2,1500,140,"European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",Yes,No,Pahalı
8.0,1000,1583,"Italian, German, Continental",No,No,Pahalı
9.0,1800,1439,"Mexican, American, Tex-Mex",Yes,Yes,Pahalı
9.0,1700,2847,"North Indian, Mughlai",No,No,Pahalı
8.4,1500,487,"North Indian, Chinese, Continental",Yes,Yes,Pahalı
8.4,1200,1531,"Continental, North Indian, Italian",Yes,No,Pahalı
8.2,800,997,"Italian, Continental, Cafe",Yes,Yes,Pahalı
7.2,2100,1566,"North Indian, Mediterranean, Chinese",Yes,Yes,Pahalı
8.2,1000,377,Finger Food,Yes,No,Pahalı
8.8,1000,208,North Indian,Yes,No,Pahalı
6.6,1000,65,"North Indian, Chinese",No,No,Pahalı
6.4,400,51,"North Indian, Continental, Chinese",No,No,Orta
7.4,1000,81,"European, North Indian, Continental, Italian",No,No,Pahalı
6.6,400,89,"Fast Food, North Indian",No,No,Orta
6.8,650,117,Chinese,No,No,Pahalı
8.0,450,370,"North Indian, Chinese, South Indian, Chinese",No,No,Orta
7.4,1000,116,"Continental, North Indian, European",No,No,Pahalı
7.2,1000,119,"North Indian, Chinese",No,No,Pahalı
6.2,500,26,"North Indian, South Indian, Chinese",No,No,Orta
6.4,500,125,Fast Food,No,No,Orta
7.0,200,112,Street Food,No,No,Ekonomik
6.6,650,20,"North Indian, Chinese",No,No,Pahalı
6.8,450,102,"North Indian, Chinese, South Indian, Chinese",No,No,Orta
6.6,500,19,"Cafe, Italian, Mexican, Chinese, North Indian",No,No,Orta
6.8,400,13,"North Indian, South Indian, Chinese",No,No,Orta
7.4,400,92,"South Indian, North Indian, Chinese",No,No,Orta
7.2,1000,95,"Cafe, Fast Food, North Indian",No,No,Pahalı
6.8,2000,62,"North Indian, Continental",No,No,Pahalı
7.0,700,66,Pizza,No,No,Pahalı
7.0,1500,67,"North Indian, South Indian, Chinese",No,No,Pahalı
8.8,850,494,"North Indian, Chinese",Yes,Yes,Pahalı
9.2,800,1408,"Cafe, Continental",Yes,No,Pahalı
7.6,900,201,"Chinese, North Indian, Italian, Mexican",No,No,Pahalı
7.8,800,226,"Chinese, Thai, Asian",No,No,Pahalı
8.2,500,70,South Indian,No,No,Orta
7.8,800,191,"North Indian, Chinese, Thai, Mexican, Italian",No,No,Pahalı
8.4,800,197,Chinese,No,No,Pahalı
8.0,250,279,South Indian,No,No,Ekonomik
8.0,650,223,"Cafe, Continental",No,No,Pahalı
8.6,650,479,"Lebanese, Italian",No,No,Pahalı
8.2,900,164,"Italian, North Indian, Desserts, Continental",No,No,Pahalı
7.4,800,209,"Chinese, Thai, Asian",No,No,Pahalı
8.4,1400,319,"Italian, Mexican, Mediterranean",No,No,Pahalı
7.8,550,153,Gujarati,No,No,Orta
7.8,500,28,"Cafe, Desserts",No,No,Orta
8.2,1000,221,"North Indian, Italian",No,No,Pahalı
8.2,800,216,Pizza,No,No,Pahalı
8.2,1500,204,"Italian, Continental, Chinese, Mexican",No,No,Pahalı
6.8,1500,47,Modern Indian,No,No,Pahalı
7.2,250,87,"Ice Cream, Desserts",No,No,Ekonomik
7.2,900,66,"Italian, Lebanese, Mexican",No,No,Pahalı
7.6,800,87,"North Indian, Italian, Mexican, Asian",No,No,Pahalı
9.0,400,344,South Indian,No,No,Orta
7.6,600,130,"North Indian, Chinese",No,No,Orta
7.6,500,71,"Cafe, Mexican, Italian, Fast Food",No,No,Orta
7.8,400,145,"Cafe, Fast Food",No,No,Orta
8.6,1500,332,"Mughlai, North Indian",No,No,Pahalı
8.2,1000,202,Italian,No,No,Pahalı
8.0,1200,93,"North Indian, Continental, Italian, Asian",No,No,Pahalı
8.8,1500,276,"Italian, Mexican, Continental",No,No,Pahalı
7.6,800,107,"Thai, Chinese, Asian",No,No,Pahalı
8.0,600,191,Gujarati,No,No,Orta
7.6,800,149,"Continental, Chinese, Mexican, North Indian",No,No,Pahalı
7.0,1000,82,North Indian,No,No,Pahalı
9.2,1300,321,"Mediterranean, Italian",No,No,Pahalı
7.0,800,96,"North Indian, Thai, Italian, Chinese, Mexican",No,No,Pahalı
7.8,300,50,Fast Food,No,No,Ekonomik
7.8,800,243,"North Indian, Mughlai",No,No,Pahalı
8.6,600,92,Cafe,No,No,Orta
8.4,700,132,Cafe,No,No,Pahalı
8.2,600,269,"Pizza, Italian",No,No,Orta
8.2,1000,395,"North Indian, Mughlai, Mexican, Thai",No,No,Pahalı
6.8,450,59,Cafe,No,No,Orta
7.4,700,149,"Pizza, Chinese",No,No,Pahalı
6.4,650,60,"Chinese, North Indian",No,No,Pahalı
7.4,300,96,Beverages,No,No,Ekonomik
7.2,300,125,South Indian,No,No,Ekonomik
7.4,450,68,North Indian,No,No,Orta
7.6,0,78,Street Food,No,No,Ekonomik
7.0,450,48,South Indian,No,No,Orta
8.2,150,158,Street Food,No,No,Ekonomik
6.6,800,96,North Indian,No,No,Pahalı
6.8,400,85,"North Indian, Cafe",No,No,Orta
